model,domain_id,question_id,run_number,codex,claude,deepseek
qwen3.6-35b-a3b-q8_0,1,542,3,3.3,3.6,4.0
command-a-03-2025,1,543,1,2.9,2.9,3.5
command-a-03-2025,1,543,2,3.2,4.0,3.8
command-a-03-2025,1,543,3,3.9,4.2,4.2
deepseek-v4-flash,1,543,1,4.0,4.2,4.8
deepseek-v4-flash,1,543,2,3.8,3.8,4.2
deepseek-v4-flash,1,543,3,3.3,3.5,4.0
gemma-4-12b-it-q8_0-llamacpp-a6000,1,543,1,2.9,2.6,3.2
gemma-4-12b-it-q8_0-llamacpp-a6000,1,543,2,3.3,3.3,3.5
gemma-4-12b-it-q8_0-llamacpp-a6000,1,543,3,2.3,2.5,2.2
gemma-4-31b-it,1,543,1,2.2,2.2,2.2
gemma-4-31b-it,1,543,2,2.9,2.4,2.2
gemma-4-31b-it,1,543,3,2.9,2.4,3.2
glm-5.1,1,543,1,3.2,3.5,4.2
glm-5.1,1,543,2,4.0,4.2,4.2
glm-5.1,1,543,3,4.2,4.0,4.2
hermes-3-llama-3.1-405b,1,543,1,3.5,3.5,3.8
hermes-3-llama-3.1-405b,1,543,2,3.8,4.2,4.2
hermes-3-llama-3.1-405b,1,543,3,3.5,3.5,3.8
llada2.1-flash,1,543,1,2.5,2.2,2.5
llada2.1-flash,1,543,2,2.7,2.5,2.5
llada2.1-flash,1,543,3,2.5,2.2,2.5
llama-3.3-70b-instruct,1,543,1,3.5,3.5,3.8
llama-3.3-70b-instruct,1,543,2,3.5,3.5,3.5
llama-3.3-70b-instruct,1,543,3,3.0,3.6,3.5
llama4-maverick-17b-128e-moe,1,543,1,4.0,4.2,3.0
llama4-maverick-17b-128e-moe,1,543,2,4.2,4.0,3.5
llama4-maverick-17b-128e-moe,1,543,3,3.5,4.2,3.2
mistral-medium-3.5,1,543,1,3.5,4.0,3.8
mistral-medium-3.5,1,543,2,3.8,3.8,4.2
mistral-medium-3.5,1,543,3,3.2,4.2,3.2
qwen3.5-122b-a10b,1,543,1,3.5,4.5,4.0
qwen3.5-122b-a10b,1,543,2,3.5,3.4,4.2
qwen3.5-122b-a10b,1,543,3,3.2,4.0,3.2
qwen3.5-397b-a17b-moe,1,543,1,3.8,4.0,4.0
qwen3.5-397b-a17b-moe,1,543,2,3.5,3.5,4.2
qwen3.5-397b-a17b-moe,1,543,3,3.8,3.2,4.2
qwen3.5-9b,1,543,1,2.6,3.2,2.8
qwen3.5-9b,1,543,2,2.5,3.2,4.0
qwen3.5-9b,1,543,3,2.5,2.9,2.2
qwen3.6-27b-fp8,1,543,1,2.7,2.4,3.5
qwen3.6-27b-fp8,1,543,2,2.5,3.2,4.2
qwen3.6-27b-fp8,1,543,3,3.2,3.2,3.2
qwen3.6-35b-a3b-q8_0,1,543,1,2.4,2.4,2.9
qwen3.6-35b-a3b-q8_0,1,543,2,2.9,2.9,3.2
qwen3.6-35b-a3b-q8_0,1,543,3,3.2,2.9,3.2
command-a-03-2025,1,544,1,4.0,4.0,4.0
command-a-03-2025,1,544,2,4.5,4.2,5.0
command-a-03-2025,1,544,3,4.5,4.5,4.5
deepseek-v4-flash,1,544,1,3.0,3.7,4.2
deepseek-v4-flash,1,544,2,4.3,5.0,5.0
deepseek-v4-flash,1,544,3,3.8,4.5,4.2
gemma-4-12b-it-q8_0-llamacpp-a6000,1,544,1,3.2,3.5,2.7
gemma-4-12b-it-q8_0-llamacpp-a6000,1,544,2,3.2,3.2,3.5
gemma-4-12b-it-q8_0-llamacpp-a6000,1,544,3,3.0,2.5,3.5
gemma-4-31b-it,1,544,1,4.2,4.2,4.2
gemma-4-31b-it,1,544,2,4.2,4.2,4.2
gemma-4-31b-it,1,544,3,3.8,3.5,4.2
glm-5.1,1,544,1,4.2,5.0,5.0
glm-5.1,1,544,2,3.8,4.0,4.2
glm-5.1,1,544,3,3.8,4.0,5.0
hermes-3-llama-3.1-405b,1,544,1,4.0,4.3,4.5
hermes-3-llama-3.1-405b,1,544,2,3.4,2.7,2.8
hermes-3-llama-3.1-405b,1,544,3,3.4,2.4,2.2
llada2.1-flash,1,544,1,3.1,2.8,3.5
llada2.1-flash,1,544,2,3.5,3.5,4.0
llada2.1-flash,1,544,3,3.3,3.5,4.2
llama-3.3-70b-instruct,1,544,1,3.5,3.2,3.5
llama-3.3-70b-instruct,1,544,2,3.5,3.5,3.5
llama-3.3-70b-instruct,1,544,3,3.5,2.8,3.0
llama4-maverick-17b-128e-moe,1,544,1,3.2,3.2,2.8
llama4-maverick-17b-128e-moe,1,544,2,4.0,4.0,4.2
llama4-maverick-17b-128e-moe,1,544,3,4.0,3.7,3.5
mistral-medium-3.5,1,544,1,4.2,4.2,5.0
mistral-medium-3.5,1,544,2,4.5,4.0,4.2
mistral-medium-3.5,1,544,3,4.3,4.2,4.2
qwen3.5-122b-a10b,1,544,1,4.3,4.8,5.0
qwen3.5-122b-a10b,1,544,2,3.5,3.2,3.5
qwen3.5-122b-a10b,1,544,3,3.8,3.8,4.2
qwen3.5-397b-a17b-moe,1,544,1,3.8,4.5,5.0
qwen3.5-397b-a17b-moe,1,544,2,4.1,4.3,4.8
qwen3.5-397b-a17b-moe,1,544,3,4.5,5.0,5.0
qwen3.5-9b,1,544,1,3.5,4.0,4.0
qwen3.5-9b,1,544,2,3.1,3.8,4.2
qwen3.5-9b,1,544,3,3.1,4.0,4.0
qwen3.6-27b-fp8,1,544,1,4.1,5.0,4.2
qwen3.6-27b-fp8,1,544,2,4.3,4.6,5.0
qwen3.6-27b-fp8,1,544,3,3.8,4.8,4.2
qwen3.6-35b-a3b-q8_0,1,544,1,3.8,4.0,4.0
qwen3.6-35b-a3b-q8_0,1,544,2,3.8,4.5,4.5
qwen3.6-35b-a3b-q8_0,1,544,3,3.8,4.0,4.5
command-a-03-2025,1,545,1,2.4,2.5,2.5
command-a-03-2025,1,545,2,3.1,2.7,2.7
command-a-03-2025,1,545,3,2.4,2.4,2.2
deepseek-v4-flash,1,545,1,3.0,4.0,4.0
deepseek-v4-flash,1,545,2,4.2,4.0,5.0
deepseek-v4-flash,1,545,3,4.2,4.2,4.5
gemma-4-12b-it-q8_0-llamacpp-a6000,1,545,1,1.8,2.2,2.0
gemma-4-12b-it-q8_0-llamacpp-a6000,1,545,2,2.0,2.2,2.8
gemma-4-12b-it-q8_0-llamacpp-a6000,1,545,3,2.2,2.0,2.8
gemma-4-31b-it,1,545,1,3.8,4.0,4.2
gemma-4-31b-it,1,545,2,3.8,3.8,3.2
gemma-4-31b-it,1,545,3,4.0,4.8,3.8
glm-5.1,1,545,1,4.3,4.6,4.8
glm-5.1,1,545,2,3.8,4.0,4.2
glm-5.1,1,545,3,3.8,4.2,4.2
hermes-3-llama-3.1-405b,1,545,1,3.7,3.5,3.2
hermes-3-llama-3.1-405b,1,545,2,3.5,3.3,3.0
hermes-3-llama-3.1-405b,1,545,3,3.4,3.5,3.2
llada2.1-flash,1,545,1,2.0,1.7,3.0
llada2.1-flash,1,545,2,2.0,2.5,3.8
llada2.1-flash,1,545,3,2.4,3.0,3.8
llama-3.3-70b-instruct,1,545,1,3.4,2.4,3.2
llama-3.3-70b-instruct,1,545,2,3.4,3.2,3.2
llama-3.3-70b-instruct,1,545,3,3.0,3.2,3.2
llama4-maverick-17b-128e-moe,1,545,1,2.4,2.9,2.2
llama4-maverick-17b-128e-moe,1,545,2,3.7,3.2,3.2
llama4-maverick-17b-128e-moe,1,545,3,2.2,2.2,2.2
mistral-medium-3.5,1,545,1,3.4,4.2,4.2
mistral-medium-3.5,1,545,2,4.0,3.8,4.2
mistral-medium-3.5,1,545,3,4.0,4.0,4.0
qwen3.5-122b-a10b,1,545,1,3.4,3.8,4.2
qwen3.5-122b-a10b,1,545,2,3.2,2.7,4.2
qwen3.5-122b-a10b,1,545,3,3.4,3.8,2.8
qwen3.5-397b-a17b-moe,1,545,1,3.8,4.8,4.2
qwen3.5-397b-a17b-moe,1,545,2,3.6,4.2,4.2
qwen3.5-397b-a17b-moe,1,545,3,4.0,4.2,4.4
qwen3.5-9b,1,545,1,2.8,3.0,3.8
qwen3.5-9b,1,545,2,3.1,3.0,3.8
qwen3.5-9b,1,545,3,3.1,2.8,4.0
qwen3.6-27b-fp8,1,545,1,2.3,3.3,2.6
qwen3.6-27b-fp8,1,545,2,2.7,2.8,2.3
qwen3.6-27b-fp8,1,545,3,3.5,3.7,3.0
qwen3.6-35b-a3b-q8_0,1,545,1,3.3,3.2,4.0
qwen3.6-35b-a3b-q8_0,1,545,2,3.5,4.0,4.0
qwen3.6-35b-a3b-q8_0,1,545,3,3.5,4.2,4.2
command-a-03-2025,1,546,1,3.0,3.2,2.8
command-a-03-2025,1,546,2,3.0,3.0,3.2
command-a-03-2025,1,546,3,2.5,2.7,3.8
deepseek-v4-flash,1,546,1,3.5,3.7,4.0
deepseek-v4-flash,1,546,2,3.0,3.5,3.8
deepseek-v4-flash,1,546,3,3.0,4.0,4.2
gemma-4-12b-it-q8_0-llamacpp-a6000,1,546,1,2.3,2.2,2.0
gemma-4-12b-it-q8_0-llamacpp-a6000,1,546,2,2.0,1.4,1.0
gemma-4-12b-it-q8_0-llamacpp-a6000,1,546,3,2.3,2.8,2.0
gemma-4-31b-it,1,546,1,3.5,3.0,3.0
gemma-4-31b-it,1,546,2,3.3,2.8,2.8
gemma-4-31b-it,1,546,3,3.8,4.0,3.8
glm-5.1,1,546,1,2.8,3.5,4.5
glm-5.1,1,546,2,2.7,3.4,4.2
glm-5.1,1,546,3,2.3,3.4,3.8
hermes-3-llama-3.1-405b,1,546,1,2.5,3.2,3.0
hermes-3-llama-3.1-405b,1,546,2,3.2,3.2,2.2
hermes-3-llama-3.1-405b,1,546,3,2.0,2.7,2.2
llada2.1-flash,1,546,1,2.3,2.0,3.8
llada2.1-flash,1,546,2,2.0,2.2,3.5
llada2.1-flash,1,546,3,2.0,2.2,3.5
llama-3.3-70b-instruct,1,546,1,2.8,2.0,2.8
llama-3.3-70b-instruct,1,546,2,2.6,2.0,3.8
llama-3.3-70b-instruct,1,546,3,2.8,2.5,2.8
llama4-maverick-17b-128e-moe,1,546,1,3.3,2.7,2.0
llama4-maverick-17b-128e-moe,1,546,2,2.2,2.2,2.0
llama4-maverick-17b-128e-moe,1,546,3,2.0,2.2,2.0
mistral-medium-3.5,1,546,1,2.4,2.7,2.8
mistral-medium-3.5,1,546,2,3.2,3.2,4.0
mistral-medium-3.5,1,546,3,3.0,3.4,4.0
qwen3.5-122b-a10b,1,546,1,2.8,3.5,4.0
qwen3.5-122b-a10b,1,546,2,3.3,3.8,4.0
qwen3.5-122b-a10b,1,546,3,3.5,4.0,4.2
qwen3.5-397b-a17b-moe,1,546,1,3.5,3.7,4.2
qwen3.5-397b-a17b-moe,1,546,2,3.8,3.7,4.2
qwen3.5-397b-a17b-moe,1,546,3,3.3,3.7,4.0
qwen3.5-9b,1,546,1,2.6,2.4,2.0
qwen3.5-9b,1,546,2,2.0,2.2,2.8
qwen3.5-9b,1,546,3,2.0,2.0,2.0
qwen3.6-27b-fp8,1,546,1,2.8,3.2,4.2
qwen3.6-27b-fp8,1,546,2,2.9,3.0,2.6
qwen3.6-27b-fp8,1,546,3,2.3,2.8,2.9
qwen3.6-35b-a3b-q8_0,1,546,1,3.1,2.6,2.8
qwen3.6-35b-a3b-q8_0,1,546,2,2.8,3.5,3.5
qwen3.6-35b-a3b-q8_0,1,546,3,2.6,3.2,4.0
command-a-03-2025,1,547,1,3.7,4.2,3.5
command-a-03-2025,1,547,2,3.2,3.2,3.2
command-a-03-2025,1,547,3,2.9,2.9,2.2
deepseek-v4-flash,1,547,1,4.3,4.6,5.0
deepseek-v4-flash,1,547,2,4.3,4.6,4.6
deepseek-v4-flash,1,547,3,3.2,3.6,3.8
gemma-4-12b-it-q8_0-llamacpp-a6000,1,547,1,3.0,3.2,1.7
gemma-4-12b-it-q8_0-llamacpp-a6000,1,547,2,2.5,2.3,1.5
gemma-4-12b-it-q8_0-llamacpp-a6000,1,547,3,2.5,3.5,3.5
gemma-4-31b-it,1,547,1,4.2,4.2,4.2
gemma-4-31b-it,1,547,2,3.5,4.2,4.2
gemma-4-31b-it,1,547,3,4.0,4.0,4.2
glm-5.1,1,547,1,3.4,4.6,3.8
glm-5.1,1,547,2,3.8,5.0,4.2
glm-5.1,1,547,3,4.3,4.8,3.8
hermes-3-llama-3.1-405b,1,547,1,4.2,4.5,4.2
hermes-3-llama-3.1-405b,1,547,2,3.5,3.5,4.2
hermes-3-llama-3.1-405b,1,547,3,3.2,3.8,3.2
llada2.1-flash,1,547,1,3.0,2.7,2.8
llada2.1-flash,1,547,2,2.5,2.8,2.5
llada2.1-flash,1,547,3,2.8,2.8,3.4
llama-3.3-70b-instruct,1,547,1,3.3,3.5,3.8
llama-3.3-70b-instruct,1,547,2,3.3,3.6,3.0
llama-3.3-70b-instruct,1,547,3,3.0,3.0,2.8
llama4-maverick-17b-128e-moe,1,547,1,4.2,3.5,2.8
llama4-maverick-17b-128e-moe,1,547,2,3.8,3.8,3.8
llama4-maverick-17b-128e-moe,1,547,3,3.8,4.0,2.5
mistral-medium-3.5,1,547,1,4.0,3.8,4.2
mistral-medium-3.5,1,547,2,3.7,4.3,3.8
mistral-medium-3.5,1,547,3,3.6,4.3,3.8
qwen3.5-122b-a10b,1,547,1,3.5,4.3,4.0
qwen3.5-122b-a10b,1,547,2,3.9,4.5,4.2
qwen3.5-122b-a10b,1,547,3,3.6,4.3,3.8
qwen3.5-397b-a17b-moe,1,547,1,4.3,4.5,4.2
qwen3.5-397b-a17b-moe,1,547,2,3.8,4.5,3.5
qwen3.5-397b-a17b-moe,1,547,3,3.8,4.6,4.5
qwen3.5-9b,1,547,1,2.6,3.0,3.6
qwen3.5-9b,1,547,2,3.2,3.5,3.2
qwen3.5-9b,1,547,3,2.2,2.9,2.0
qwen3.6-27b-fp8,1,547,1,3.5,3.5,4.2
qwen3.6-27b-fp8,1,547,2,3.3,4.1,3.8
qwen3.6-27b-fp8,1,547,3,3.3,4.3,4.2
qwen3.6-35b-a3b-q8_0,1,547,1,3.6,4.0,4.0
qwen3.6-35b-a3b-q8_0,1,547,2,3.3,3.3,2.8
qwen3.6-35b-a3b-q8_0,1,547,3,3.5,4.1,3.2
command-a-03-2025,1,548,1,4.3,4.5,4.2
command-a-03-2025,1,548,2,4.5,5.0,5.0
command-a-03-2025,1,548,3,4.1,4.5,5.0
deepseek-v4-flash,1,548,1,3.7,4.3,4.2
deepseek-v4-flash,1,548,2,3.6,4.1,4.3
deepseek-v4-flash,1,548,3,3.8,3.8,4.2
gemma-4-12b-it-q8_0-llamacpp-a6000,1,548,1,3.3,3.3,2.8
gemma-4-12b-it-q8_0-llamacpp-a6000,1,548,2,3.3,3.5,3.5
gemma-4-12b-it-q8_0-llamacpp-a6000,1,548,3,2.5,2.9,2.5
gemma-4-31b-it,1,548,1,3.5,4.0,4.2
gemma-4-31b-it,1,548,2,4.3,4.3,4.2
gemma-4-31b-it,1,548,3,3.5,4.2,4.2
glm-5.1,1,548,1,4.3,4.3,4.0
glm-5.1,1,548,2,3.5,4.3,4.2
glm-5.1,1,548,3,3.8,4.0,4.2
hermes-3-llama-3.1-405b,1,548,1,4.3,3.8,4.2
hermes-3-llama-3.1-405b,1,548,2,4.1,4.3,3.5
hermes-3-llama-3.1-405b,1,548,3,3.7,4.2,3.7
llada2.1-flash,1,548,1,3.6,3.0,3.5
llada2.1-flash,1,548,2,3.6,3.0,3.5
llada2.1-flash,1,548,3,3.1,3.9,3.5
llama-3.3-70b-instruct,1,548,1,4.3,4.3,4.8
llama-3.3-70b-instruct,1,548,2,3.3,4.3,4.2
llama-3.3-70b-instruct,1,548,3,3.6,4.3,4.0
llama4-maverick-17b-128e-moe,1,548,1,3.1,4.5,3.8
llama4-maverick-17b-128e-moe,1,548,2,3.7,4.5,4.0
llama4-maverick-17b-128e-moe,1,548,3,3.7,4.5,4.2
mistral-medium-3.5,1,548,1,4.0,4.0,4.2
mistral-medium-3.5,1,548,2,4.3,4.5,3.5
mistral-medium-3.5,1,548,3,3.8,4.5,4.2
qwen3.5-122b-a10b,1,548,1,3.6,4.3,3.8
qwen3.5-122b-a10b,1,548,2,4.1,4.8,3.8
qwen3.5-122b-a10b,1,548,3,4.1,4.5,4.8
qwen3.5-397b-a17b-moe,1,548,1,4.3,4.5,4.2
qwen3.5-397b-a17b-moe,1,548,2,4.3,5.0,4.5
qwen3.5-397b-a17b-moe,1,548,3,3.1,4.6,3.5
qwen3.5-9b,1,548,1,3.1,3.0,3.3
qwen3.5-9b,1,548,2,3.3,3.8,3.6
qwen3.5-9b,1,548,3,2.8,3.2,3.2
qwen3.6-27b-fp8,1,548,1,3.8,4.0,4.0
qwen3.6-27b-fp8,1,548,2,3.8,4.5,3.8
qwen3.6-27b-fp8,1,548,3,3.8,4.0,3.8
qwen3.6-35b-a3b-q8_0,1,548,1,3.6,4.0,4.0
qwen3.6-35b-a3b-q8_0,1,548,2,3.8,4.2,4.2
qwen3.6-35b-a3b-q8_0,1,548,3,4.1,4.3,4.5
command-a-03-2025,1,549,1,3.7,3.7,2.5
command-a-03-2025,1,549,2,3.7,4.0,3.0
command-a-03-2025,1,549,3,3.7,3.2,3.2
deepseek-v4-flash,1,549,1,3.6,4.5,4.2
deepseek-v4-flash,1,549,2,3.6,4.3,4.0
deepseek-v4-flash,1,549,3,3.6,4.3,3.8
gemma-4-12b-it-q8_0-llamacpp-a6000,1,549,1,1.7,2.3,1.4
gemma-4-12b-it-q8_0-llamacpp-a6000,1,549,2,1.7,2.0,1.8
gemma-4-12b-it-q8_0-llamacpp-a6000,1,549,3,2.0,2.0,1.0
gemma-4-31b-it,1,549,1,3.5,4.0,4.2
gemma-4-31b-it,1,549,2,3.8,4.0,4.0
gemma-4-31b-it,1,549,3,4.0,4.5,4.0
glm-5.1,1,549,1,4.0,4.5,4.2
glm-5.1,1,549,2,3.7,4.5,3.8
glm-5.1,1,549,3,3.8,4.8,4.5
hermes-3-llama-3.1-405b,1,549,1,3.5,3.5,3.5
hermes-3-llama-3.1-405b,1,549,2,4.5,3.7,3.8
hermes-3-llama-3.1-405b,1,549,3,4.5,4.2,4.2
llada2.1-flash,1,549,1,2.2,2.2,2.2
llada2.1-flash,1,549,2,2.0,3.0,3.2
llada2.1-flash,1,549,3,1.7,1.7,1.5
llama-3.3-70b-instruct,1,549,1,3.5,2.4,2.8
llama-3.3-70b-instruct,1,549,2,4.0,3.4,3.0
llama-3.3-70b-instruct,1,549,3,3.2,3.2,4.0
llama4-maverick-17b-128e-moe,1,549,1,3.2,3.2,2.8
llama4-maverick-17b-128e-moe,1,549,2,3.5,3.2,2.5
llama4-maverick-17b-128e-moe,1,549,3,3.5,3.2,2.2
mistral-medium-3.5,1,549,1,3.7,4.0,3.8
mistral-medium-3.5,1,549,2,4.0,4.5,3.2
mistral-medium-3.5,1,549,3,3.5,4.0,3.8
qwen3.5-122b-a10b,1,549,1,3.3,4.3,4.2
qwen3.5-122b-a10b,1,549,2,3.5,4.5,4.0
qwen3.5-122b-a10b,1,549,3,3.1,3.5,3.8
qwen3.5-397b-a17b-moe,1,549,1,3.6,4.3,4.2
qwen3.5-397b-a17b-moe,1,549,2,4.0,3.8,3.8
qwen3.5-397b-a17b-moe,1,549,3,4.0,4.8,4.2
qwen3.5-9b,1,549,1,2.0,1.7,2.0
qwen3.5-9b,1,549,2,1.9,1.8,2.3
qwen3.5-9b,1,549,3,2.0,2.2,2.0
qwen3.6-27b-fp8,1,549,1,3.3,3.0,3.5
qwen3.6-27b-fp8,1,549,2,3.1,3.5,3.8
qwen3.6-27b-fp8,1,549,3,3.1,4.3,3.8
qwen3.6-35b-a3b-q8_0,1,549,1,3.3,3.5,3.7
qwen3.6-35b-a3b-q8_0,1,549,2,3.3,4.3,2.5
qwen3.6-35b-a3b-q8_0,1,549,3,3.5,3.7,4.0
command-a-03-2025,1,550,1,2.2,2.7,2.2
command-a-03-2025,1,550,2,2.2,2.4,2.2
command-a-03-2025,1,550,3,2.2,2.4,2.2
deepseek-v4-flash,1,550,1,3.8,3.5,4.2
deepseek-v4-flash,1,550,2,4.1,4.2,4.2
deepseek-v4-flash,1,550,3,4.1,4.8,4.8
gemma-4-12b-it-q8_0-llamacpp-a6000,1,550,1,2.0,2.0,2.0
gemma-4-12b-it-q8_0-llamacpp-a6000,1,550,2,2.0,2.0,2.0
gemma-4-12b-it-q8_0-llamacpp-a6000,1,550,3,2.0,1.8,1.3
gemma-4-31b-it,1,550,1,3.0,2.5,2.3
gemma-4-31b-it,1,550,2,2.3,2.7,2.3
gemma-4-31b-it,1,550,3,2.7,3.2,2.7
glm-5.1,1,550,1,2.8,3.2,3.2
glm-5.1,1,550,2,3.5,3.5,4.0
glm-5.1,1,550,3,3.5,3.0,3.2
hermes-3-llama-3.1-405b,1,550,1,2.4,2.4,1.7
hermes-3-llama-3.1-405b,1,550,2,2.5,1.7,2.0
hermes-3-llama-3.1-405b,1,550,3,2.7,2.4,2.2
llada2.1-flash,1,550,1,1.5,1.2,1.5
llada2.1-flash,1,550,2,1.2,1.4,1.0
llada2.1-flash,1,550,3,1.7,1.4,1.0
llama-3.3-70b-instruct,1,550,1,2.2,2.2,2.2
llama-3.3-70b-instruct,1,550,2,2.9,2.7,3.2
llama-3.3-70b-instruct,1,550,3,2.9,2.7,3.2
llama4-maverick-17b-128e-moe,1,550,1,3.5,3.0,2.8
llama4-maverick-17b-128e-moe,1,550,2,3.5,3.8,3.5
llama4-maverick-17b-128e-moe,1,550,3,3.8,4.1,3.8
mistral-medium-3.5,1,550,1,2.2,2.4,2.0
mistral-medium-3.5,1,550,2,2.0,2.4,2.0
mistral-medium-3.5,1,550,3,2.0,2.4,2.2
qwen3.5-122b-a10b,1,550,1,2.3,2.7,2.3
qwen3.5-122b-a10b,1,550,2,3.2,3.6,3.6
qwen3.5-122b-a10b,1,550,3,2.3,2.4,2.8
qwen3.5-397b-a17b-moe,1,550,1,4.8,4.8,4.2
qwen3.5-397b-a17b-moe,1,550,2,3.6,3.6,4.0
qwen3.5-397b-a17b-moe,1,550,3,3.6,4.3,4.0
qwen3.5-9b,1,550,1,2.2,2.4,2.2
qwen3.5-9b,1,550,2,2.5,2.2,2.8
qwen3.5-9b,1,550,3,2.3,2.2,2.0
qwen3.6-27b-fp8,1,550,1,2.1,2.5,2.3
qwen3.6-27b-fp8,1,550,2,1.9,1.8,1.9
qwen3.6-27b-fp8,1,550,3,2.1,2.1,2.1
qwen3.6-35b-a3b-q8_0,1,550,1,2.3,2.3,2.1
qwen3.6-35b-a3b-q8_0,1,550,2,1.8,2.0,2.3
qwen3.6-35b-a3b-q8_0,1,550,3,1.8,2.3,2.3
command-a-03-2025,1,551,1,3.3,3.1,3.3
command-a-03-2025,1,551,2,3.5,3.7,4.2
command-a-03-2025,1,551,3,3.5,2.9,3.2
deepseek-v4-flash,1,551,1,3.8,4.5,5.0
deepseek-v4-flash,1,551,2,3.4,3.8,4.0
deepseek-v4-flash,1,551,3,3.8,4.8,4.8
gemma-4-12b-it-q8_0-llamacpp-a6000,1,551,1,2.0,2.2,2.8
gemma-4-12b-it-q8_0-llamacpp-a6000,1,551,2,2.0,2.0,1.8
gemma-4-12b-it-q8_0-llamacpp-a6000,1,551,3,1.7,1.6,2.0
gemma-4-31b-it,1,551,1,4.5,4.5,4.8
gemma-4-31b-it,1,551,2,4.3,4.5,4.8
gemma-4-31b-it,1,551,3,4.3,4.5,5.0
glm-5.1,1,551,1,3.6,3.7,4.2
glm-5.1,1,551,2,3.3,3.7,4.0
glm-5.1,1,551,3,3.8,4.3,4.0
hermes-3-llama-3.1-405b,1,551,1,2.4,2.7,3.5
hermes-3-llama-3.1-405b,1,551,2,3.2,2.4,3.2
hermes-3-llama-3.1-405b,1,551,3,2.8,2.5,3.1
llada2.1-flash,1,551,1,2.3,2.3,2.0
llada2.1-flash,1,551,2,2.6,2.3,2.6
llada2.1-flash,1,551,3,2.3,2.3,2.5
llama-3.3-70b-instruct,1,551,1,2.7,3.3,2.8
llama-3.3-70b-instruct,1,551,2,2.8,2.7,2.8
llama-3.3-70b-instruct,1,551,3,2.5,2.7,2.5
llama4-maverick-17b-128e-moe,1,551,1,3.2,4.2,3.2
llama4-maverick-17b-128e-moe,1,551,2,3.2,4.0,3.8
llama4-maverick-17b-128e-moe,1,551,3,3.7,4.3,4.2
mistral-medium-3.5,1,551,1,2.7,3.4,4.2
mistral-medium-3.5,1,551,2,3.7,3.7,4.5
mistral-medium-3.5,1,551,3,3.5,3.8,4.0
qwen3.5-122b-a10b,1,551,1,3.3,3.5,4.2
qwen3.5-122b-a10b,1,551,2,3.3,3.9,4.5
qwen3.5-122b-a10b,1,551,3,3.6,4.3,3.8
qwen3.5-397b-a17b-moe,1,551,1,4.1,4.8,4.5
qwen3.5-397b-a17b-moe,1,551,2,4.1,4.6,4.5
qwen3.5-397b-a17b-moe,1,551,3,3.6,4.3,4.2
qwen3.5-9b,1,551,1,2.3,2.8,2.6
qwen3.5-9b,1,551,2,2.8,3.8,3.3
qwen3.5-9b,1,551,3,1.8,2.5,2.6
qwen3.6-27b-fp8,1,551,1,3.6,4.3,4.0
qwen3.6-27b-fp8,1,551,2,3.1,3.6,3.6
qwen3.6-27b-fp8,1,551,3,3.6,4.0,3.8
qwen3.6-35b-a3b-q8_0,1,551,1,3.6,4.5,3.8
qwen3.6-35b-a3b-q8_0,1,551,2,2.8,3.3,3.8
qwen3.6-35b-a3b-q8_0,1,551,3,2.9,3.6,3.6
command-a-03-2025,1,552,1,2.5,2.2,2.5
command-a-03-2025,1,552,2,2.2,2.4,2.2
command-a-03-2025,1,552,3,2.5,2.2,2.5
deepseek-v4-flash,1,552,1,3.5,3.8,3.0
deepseek-v4-flash,1,552,2,2.8,3.7,3.3
deepseek-v4-flash,1,552,3,3.5,4.2,3.8
gemma-4-12b-it-q8_0-llamacpp-a6000,1,552,1,1.5,1.4,1.7
gemma-4-12b-it-q8_0-llamacpp-a6000,1,552,2,1.7,2.2,1.5
gemma-4-12b-it-q8_0-llamacpp-a6000,1,552,3,1.7,1.7,1.5
gemma-4-31b-it,1,552,1,2.7,2.9,3.2
gemma-4-31b-it,1,552,2,2.8,3.2,3.8
gemma-4-31b-it,1,552,3,3.0,2.2,2.8
glm-5.1,1,552,1,3.5,3.9,3.8
glm-5.1,1,552,2,3.2,4.2,2.8
glm-5.1,1,552,3,3.3,4.8,3.8
hermes-3-llama-3.1-405b,1,552,1,2.9,2.2,2.2
hermes-3-llama-3.1-405b,1,552,2,2.4,2.9,2.5
hermes-3-llama-3.1-405b,1,552,3,2.6,2.2,2.5
llada2.1-flash,1,552,1,2.0,2.0,1.8
llada2.1-flash,1,552,2,2.0,2.0,2.0
llada2.1-flash,1,552,3,2.0,2.2,2.0
llama-3.3-70b-instruct,1,552,1,2.2,2.2,2.0
llama-3.3-70b-instruct,1,552,2,2.4,2.2,2.0
llama-3.3-70b-instruct,1,552,3,2.0,2.0,1.8
llama4-maverick-17b-128e-moe,1,552,1,2.9,2.2,2.0
llama4-maverick-17b-128e-moe,1,552,2,2.4,2.2,2.0
llama4-maverick-17b-128e-moe,1,552,3,3.2,2.2,2.5
mistral-medium-3.5,1,552,1,3.2,3.8,4.2
mistral-medium-3.5,1,552,2,2.4,3.0,2.8
mistral-medium-3.5,1,552,3,2.9,2.7,2.8
qwen3.5-122b-a10b,1,552,1,3.0,3.0,4.0
qwen3.5-122b-a10b,1,552,2,3.0,3.5,3.8
qwen3.5-122b-a10b,1,552,3,3.3,4.0,4.0
qwen3.5-397b-a17b-moe,1,552,1,3.8,4.0,3.8
qwen3.5-397b-a17b-moe,1,552,2,3.0,4.0,3.8
